0,0
10,0
21,0
31,0
42,0
52,0
63,0
73,0
83,0
93,0
104,0
114,0
125,0
135,0
146,0
156,0
166,0
177,0
188,0
198,0
208,0
218,0
229,0
240,0
250,0
260,0
271,0
281,0
292,0
302,0
313,0
323,0
333,0
343,0
355,0
365,0
375,0
385,0
395,0
406,0
417,0
427,0
437,0
448,0
458,0
469,0
479,0
490,0
500,0
510,0
520,0
532,0
542,0
552,0
562,0
573,0
584,0
594,0
604,0
615,0
625,0
635,0
646,0
657,0
667,0
677,0
687,0
698,0
709,0
719,0
729,0
740,0
750,0
761,0
771,0
782,0
792,0
802,0
812,0
824,0
834,0
844,0
854,0
864,0
875,0
886,0
896,0
906,0
917,0
927,0
938,0
948,0
959,0
969,0
979,0
989,0
1001,0
1011,0
1021,0
1032,2
1043,4
1054,6
1064,8
1075,10
1087,13
1097,15
1108,18
1118,21
1130,24
1140,27
1151,30
1161,34
1173,37
1184,41
1194,45
1205,49
1216,53
1227,57
1238,62
1248,67
1260,71
1270,76
1281,81
1293,86
1303,91
1314,96
1324,101
1336,106
1347,111
1357,115
1368,120
1380,125
1390,129
1401,133
1411,138
1423,142
1434,146
1444,150
1455,153
1467,157
1477,160
1488,163
1498,165
1510,168
1521,170
1531,172
1542,174
1553,175
1564,177
1575,178
1585,179
1597,180
1607,181
1618,182
1629,182
1640,183
1651,183
1661,183
1672,183
1683,183
1694,183
1704,183
1715,183
1726,183
1737,183
1748,182
1758,182
1770,182
1780,182
1791,182
1801,181
1813,181
1824,181
1834,181
1845,181
1856,181
1867,181
1877,181
1888,180
1899,180
1910,180
1920,180
1931,180
1942,180
1953,180
1963,180
1974,180
1985,180
1996,180
2006,180
2017,180
2028,180
2039,180
2049,180
2061,180
2071,180
2082,180
2092,180
2104,180
2114,180
2125,180
2135,180
2147,180
2157,180
2168,180
2178,180
2190,180
2200,180
2211,180
2221,180
2233,180
2243,180
2254,180
2264,180
2276,180
2286,180
2297,180
2307,180
2319,180
2329,180
2340,180
2350,180
2362,180
2372,180
2382,180
2393,180
2404,180
2415,180
2425,180
2436,180
2447,180
2458,180
2468,180
2479,180
2490,180
2501,180
2511,180
2522,180
2533,180
2544,180
2554,180
2565,180
2576,180
2587,180
2597,180
2608,180
2619,180
2630,180
2640,180
2651,180
2662,180
2673,180
2683,180
2694,180
2705,180
2716,180
2726,180
2737,180
2748,180
2759,180
2769,180
2780,180
2791,180
2802,180
2812,180
2823,180
2834,180
2844,180
2855,180
2865,180
2877,180
2887,180
2898,180
2908,180
2920,180
2930,180
2941,180
2951,180
2963,180
2973,180
2984,180
2994,180
3006,180
3016,180
3027,180
3037,180
3049,180
3059,180
3070,180
3080,180
3092,180
3102,180
3113,180
3123,180
3135,180
3145,180
3156,180
3166,180
3178,180
3188,180
3199,180
3209,180
3221,180
3231,180
3242,180
3252,180
3264,180
3274,180
3285,180
3295,180
3306,180
3317,180
3327,180
3338,180
3349,180
3360,180
3370,180
3381,180
3392,180
3403,180
3413,180
3424,180
3435,180
3446,180
3456,180
3467,180
3478,180
3489,180
3499,180
3510,180
3521,180
3532,180
3542,180
3553,180
3564,180
3575,180
3585,180
3597,180
3607,180
3618,180
3628,180
3640,180
3650,180
3661,180
3671,180
3683,180
3693,180
3704,180
3714,180
3726,180
3736,180
3747,180
3757,180
3769,180
3779,180
3790,180
3800,180
3811,180
3822,180
3832,180
3843,180
3854,180
3865,180
3875,180
3886,180
3897,180
3908,180
3918,180
3929,180
3940,180
3951,180
3961,180
3972,180
3983,180
3994,180
