0,0
5,0
10,0
17,0
22,0
27,0
32,0
38,0
43,0
48,0
54,0
60,0
65,0
70,0
76,0
81,0
86,0
91,0
97,0
103,0
108,0
113,0
119,0
124,0
129,0
135,0
141,0
146,0
152,0
157,0
162,0
167,0
173,0
178,0
184,0
190,0
195,0
200,0
206,0
211,0
216,0
221,0
228,0
233,0
238,0
244,0
249,0
254,0
260,0
265,0
271,0
276,0
282,0
287,0
292,0
298,0
303,0
308,0
315,0
320,0
325,0
330,0
336,0
341,0
346,0
352,0
358,0
363,0
369,0
374,0
379,0
384,0
390,0
395,0
401,0
407,0
412,0
417,0
423,0
428,0
433,0
440,0
445,0
450,0
455,0
461,0
466,0
471,0
477,0
483,0
488,0
494,0
499,0
504,0
509,0
515,0
520,0
526,0
532,0
537,0
542,0
548,0
553,0
558,0
563,0
570,0
575,0
580,0
586,0
591,0
596,0
602,0
607,0
613,0
618,0
624,0
629,0
634,0
640,0
645,0
650,0
657,0
662,0
667,0
672,0
678,0
683,0
688,0
694,0
700,0
705,0
711,0
716,0
721,0
726,0
732,0
737,0
743,0
749,0
754,0
759,0
765,0
770,0
775,0
782,0
787,0
792,0
797,0
803,0
808,0
813,0
819,0
825,0
830,0
836,0
841,0
846,0
851,0
857,0
862,0
868,0
874,0
879,0
884,0
890,0
895,0
900,0
905,0
912,0
917,0
922,0
928,0
933,0
938,0
944,0
949,0
955,0
960,0
966,0
971,0
976,0
982,0
987,0
992,0
999,0
1004,0
1009,0
1015,0
1020,2
1026,3
1032,5
1038,6
1044,8
1049,10
1055,11
1060,13
1066,14
1071,17
1077,19
1084,21
1089,23
1095,26
1101,28
1106,31
1112,34
1117,36
1124,39
1130,42
1135,44
1141,47
1146,50
1152,53
1158,56
1163,59
1170,62
1175,65
1181,68
1187,71
1192,75
1198,78
1204,82
1210,85
1216,89
1221,92
1227,96
1233,100
1238,103
1244,107
1251,111
1256,115
1262,119
1268,123
1274,127
1279,131
1285,135
1291,140
1297,144
1303,148
1309,153
1314,157
1320,162
1326,166
1331,171
1338,175
1344,180
1349,184
1355,189
1361,193
1367,198
1372,203
1379,207
1385,212
1390,217
1396,222
1402,226
1407,231
1413,236
1419,241
1426,246
1431,251
1437,256
1443,261
1448,265
1454,270
1460,275
1466,280
1472,286
1478,291
1484,296
1489,301
1495,306
1501,311
1507,316
1513,321
1519,327
1524,332
1530,337
1536,342
1542,347
1547,353
1554,358
1560,363
1566,369
1571,374
1577,379
1583,385
1588,390
1595,395
1601,401
1607,406
1612,411
1618,417
1624,422
1629,427
1636,432
1642,438
1648,443
1653,448
1659,454
1665,459
1670,464
1677,470
1683,475
1689,480
1694,485
1700,491
1706,496
1711,501
1717,506
1724,512
1730,517
1735,522
1741,527
1747,532
1752,537
1758,542
1765,547
1771,552
1776,557
1782,562
1788,567
1793,572
1799,577
1806,581
1811,586
1817,591
1823,596
1828,600
1834,605
1840,609
1846,614
1852,619
1858,623
1864,628
1869,632
1875,636
1881,641
1886,645
