0,0
5,0
11,0
17,0
22,0
28,0
33,0
39,0
44,0
49,0
56,0
61,0
67,0
72,0
77,0
83,0
88,0
94,0
100,0
105,0
111,0
116,0
122,0
127,0
133,0
138,0
145,0
150,0
155,0
161,0
166,0
172,0
177,0
184,0
189,0
194,0
200,0
205,0
211,0
216,0
222,0
228,0
234,0
239,0
244,0
250,0
255,0
261,0
266,0
273,0
278,0
283,0
289,0
294,0
300,0
305,0
312,0
317,0
323,0
328,0
333,0
339,0
344,0
350,0
356,0
362,0
367,0
373,0
378,0
383,0
389,0
394,0
401,0
406,0
412,0
417,0
422,0
428,0
433,0
440,0
445,0
451,0
456,0
462,0
467,0
472,0
478,0
484,0
490,0
495,0
501,0
506,0
512,0
517,0
522,0
529,0
534,0
540,0
545,0
551,0
556,0
561,0
568,0
573,0
579,0
584,0
590,0
595,0
601,0
606,0
612,0
618,0
623,0
629,0
634,0
640,0
645,0
651,0
657,0
662,0
668,0
673,0
679,0
684,0
690,0
696,0
701,0
707,0
712,0
718,0
723,0
729,0
734,0
741,0
746,0
751,0
757,0
762,0
768,0
773,0
779,0
785,0
791,0
796,0
801,0
807,0
812,0
818,0
824,0
830,0
835,0
840,0
846,0
851,0
857,0
862,0
869,0
874,0
880,0
885,0
890,0
896,0
901,0
907,0
913,0
919,0
924,0
929,0
935,0
940,0
946,0
952,0
958,0
963,0
969,0
974,0
979,0
985,0
990,0
997,0
1002,0
1008,0
1013,0.27
1019,0.28
1025,0.33
1030,0.4
1037,0.38
1043,0.33
1049,0.47
1054,0.44
1060,0.33
1066,0.53
1071,0.44
1077,0.39
1084,0.5
1089,0.44
1095,0.5
1101,0.6
1106,0.44
1112,0.56
1118,0.5
1124,0.5
1130,0.61
1136,0.56
1142,0.8
1147,0.61
1153,0.61
1159,0.73
1165,0.57
1171,0.67
1177,0.87
1182,0.72
1188,0.67
1194,0.67
1199,0.87
1205,0.72
1212,0.57
1218,0.93
1223,0.83
1229,0.72
1235,0.93
1240,0.83
1246,0.78
1253,0.62
1259,0.93
1264,0.78
1270,0.78
1276,1
1281,0.78
1287,0.83
1294,0.78
1299,0.83
1305,0.83
1311,0.83
1316,1.07
1322,0.83
1328,0.78
1334,1
1340,0.67
1346,0.83
1352,0.89
1357,1
1363,0.83
1369,0.83
1375,1
1381,0.71
1387,0.83
1393,1.07
1398,0.83
1404,0.83
1410,0.89
1416,1
1422,0.76
1428,0.83
1434,1.07
1439,0.89
1445,0.89
1451,0.89
1457,1
1462,0.89
1469,0.76
1475,1.07
1480,0.89
1486,0.89
1492,0.89
1497,1.07
1503,0.89
1510,0.71
1516,1.07
1521,0.89
1527,0.83
1533,0.89
1538,1.13
1544,0.83
1551,0.81
1557,1.07
1562,0.89
1568,0.83
1574,1.13
1579,0.89
1585,0.83
1592,0.76
1598,1.13
1603,0.89
1609,0.94
1615,1.07
1620,0.94
1626,0.89
1632,0.94
1639,0.94
1644,0.89
1650,0.94
1656,1.13
1661,0.94
1667,0.94
