1661,1.01
1667,1.08
1673,1.21
1679,0.92
1685,1.01
1691,1.08
1696,1.29
1702,1.08
1708,1.01
1714,1.21
1720,0.92
1726,1.08
1732,1.29
1737,1.08
1743,1.01
1749,1.01
1755,1.21
1760,0.94
1767,0.81
1773,1.21
1778,1.01
1784,1.01
1790,1.01
1795,1.13
1801,0.88
1808,0.75
1814,1.13
1819,0.81
1825,0.94
1831,1.05
1836,0.94
1842,0.88
1849,0.75
1855,1.05
1860,0.88
1866,0.88
1872,0.97
1877,0.88
1883,0.88
1889,0.88
1896,0.81
1901,0.94
1907,0.88
1913,1.05
1918,0.81
1924,0.88
1930,0.88
1936,0.88
1942,0.81
1948,0.81
1954,0.97
1959,0.88
1965,0.88
1971,1.05
1977,0.69
1983,0.94
1989,0.88
1994,1.13
2000,0.81
2006,0.94
2012,1.05
2017,0.94
2024,0.69
2030,1.05
2035,0.88
2041,0.88
2047,0.88
2052,1.13
2058,0.88
2065,0.81
2071,1.13
2076,0.94
2082,0.94
2088,0.94
2093,1.21
2099,0.94
2106,0.81
2112,1.13
2117,1.01
2123,0.94
2129,1.13
2134,0.94
2140,0.94
2147,0.81
2153,1.21
2158,1.01
2164,1.01
2170,1.29
2175,0.94
2181,1.01
2187,1.01
2193,0.94
2199,1.01
2205,1.01
2211,1.21
2216,1.08
2222,1.01
2228,1.01
2234,1.01
2240,1.08
2246,1.01
2252,1.29
2257,1.01
2263,1.01
2269,1.21
2275,0.87
2281,1.08
2287,1.01
2292,1.21
2298,1.08
2304,1.01
2310,1.13
2315,1.01
2322,0.87
2328,1.08
2333,1.29
2339,1.01
2345,1.01
2351,1.21
2356,1.08
2363,0.81
2369,1.01
2374,1.29
2380,1.01
2386,1.01
2392,1.29
2397,0.94
2404,0.81
2410,1.29
2415,1.08
2421,1.01
2427,1.01
2433,1.29
2438,1.08
2445,0.87
2451,1.21
2456,1.08
2462,1.01
2468,1.08
2473,1.13
2479,1.08
2485,1.01
2492,1.01
2497,1.08
2503,1.08
2509,1.08
2514,1.21
2520,1.01
2526,1.01
2533,0.94
2538,1.01
2544,1.08
2550,1.01
2555,1.29
2561,1.01
2567,1.08
2574,1.01
2579,1.08
2585,1.08
2591,1.01
2596,1.29
2602,0.94
2608,1.01
2614,1.13
2620,0.87
2626,0.94
2632,1.08
2637,1.21
2643,1.08
2649,1.01
2655,1.21
2661,0.81
2667,1.01
2673,1.13
2678,0.94
2684,0.94
2690,0.88
2695,1.13
2702,0.75
2708,0.94
2714,1.21
2719,0.94
2725,0.88
2731,1.05
2736,0.88
2742,0.88
2749,0.75
2754,1.13
2760,0.88
2766,0.94
2772,1.05
2777,0.88
2783,0.88
2790,0.94
2795,0.88
2801,0.81
2807,0.88
2813,1.05
2818,0.94
2824,0.81
2831,0.88
2836,0.88
2842,0.88
2848,1.05
2853,0.88
2859,0.88
2865,0.81
2872,1.05
2877,0.69
2883,0.88
2889,1.05
2894,0.88
2900,0.81
2906,0.94
2911,1.05
2918,0.69
2924,0.88
2930,1.13
2935,0.88
2941,0.88
2947,0.88
2952,1.13
2959,0.81
2965,0.88
2971,1.05
2976,0.94
2982,0.88
2988,1.05
2993,1.01
3000,0.75
3006,0.94
3012,1.21
3017,0.94
3023,0.94
3029,1.13
3034,1.01
3040,0.94
3047,0.81
3052,1.21
3058,1.01
3064,1.01
3070,1.13
3075,1.01
3081,0.94
3088,0.87
3093,1.21
3099,1.08
3105,0.94
3111,1.29
3116,1.01
3122,1.01
3129,0.87
3134,1.29
3140,1.01
3146,1.01
3152,1.29
3157,1.01
3163,1.01
3169,1.08
3175,0.94
3181,1.08
3187,1.08
3193,1.29
3198,0.94
3204,1.08
3210,1.29
3216,0.81
3222,1.01
3228,1.08
3234,1.29
3239,1.01
3245,1.08
3251,1.21
3257,0.92
3263,1.08
3269,1.08
3274,1.21
3280,1.08
3286,1.01
3292,1.21
3297,1.01
3304,0.92
3310,1.08
3315,1.21
3321,1.08
3327,1.08
3333,1.29
3338,1.01
3345,0.87
3351,1.29
3356,1.01
3362,1.01
3368,1.01
3374,1.29
3379,0.94
3386,0.87
3392,1.29
3397,1.01
3403,1.08
3409,0.94
3414,1.13
3420,1.08
3427,0.81
3433,1.13
3438,1.01
3444,0.94
3450,1.21
3455,0.88
3461,0.94
3467,0.88
3474,0.94
3479,0.88
3485,0.94
3491,1.13
3496,0.94
3502,0.88
3508,0.88
3514,0.88
3520,0.88
3526,0.88
3532,1.05
3537,0.88
3543,0.81
3549,1.05
3555,0.75
3561,0.81
3567,0.88
3572,1.05
3578,0.81
3584,0.88
3589,0.97
3595,0.88
3602,0.69
3608,1.13
3613,0.81
3619,0.88
3625,0.88
3630,1.05
3636,0.81
3643,0.75
3649,1.05
3654,0.88
3660,0.88
3666,0.97
3671,0.88
3677,0.88
3684,0.69
3690,1.13
3695,0.81
3701,0.88
3707,1.05
3712,0.88
3718,0.88
3725,0.75
3730,1.05
3736,0.94
3742,0.88
3748,1.05
3753,0.94
3759,0.88
3765,1.05
3771,0.87
3777,0.94
3783,0.94
3788,1.21
3794,0.94
3800,0.81
3806,1.21
3812,0.81
3818,0.94
3824,1.21
3829,0.94
3835,1.01
3841,0.94
3847,1.13
3853,0.87
3859,1.01
3865,1.21
3870,1.01
3876,1.01
3882,1.01
3888,1.21
3893,1.01
3900,0.87
3906,1.21
3911,1.01
3917,1.01
3923,1.01
3928,1.21
3934,1.01
3941,0.87
3947,1.21
3952,0.94
3958,1.01
3964,1.13
3969,1.08
3975,0.94
3982,0.81
3988,1.29
3993,1.01
